"YR_MTH","LOCATION","OPEN_DATE","CAP","NO_VEHICLE","UTL_RATE"
"201506","Murray Road",1973-07-30,388,20588,42.2680412371134
"201506","Rumsey Street",1970-06-01,819,32866,62.1489621489621
"201506","City Hall",1959-11-12,172,8650,29.0697674418605
"201506","Star Ferry",1957-12-02,379,19276,37.7308707124011
"201506","Yau Ma Tei",1957-10-12,771,37229,59.9221789883268
"201506","Tin Hau",1989-08-01,430,15493,69.3023255813954
"201507","Sheung Fung Street",1989-09-01,268,11512,83.5820895522388
"201507","Tin Hau",1989-08-01,429,14974,70.3962703962704
"201507","Shau Kei Wan",1988-04-01,386,14792,79.0155440414508
"201507","Tsuen Wan",1983-07-18,547,24931,85.1919561243144
"201507","Kwai Fong",1983-05-10,552,10274,90.2173913043478
"201507","Aberdeen",1981-07-02,293,7823,75.4266211604096
"201507","Kennedy Town",2007-01-15,195,9980,80
"201507","Murray Road",1973-07-30,388,19513,42.7835051546392
"201507","Rumsey Street",1970-06-01,819,33428,62.8815628815629
"201507","City Hall",1959-11-12,172,8127,24.4186046511628
"201507","Star Ferry",1957-12-02,380,20026,60
"201507","Yau Ma Tei",1957-10-12,771,37822,59.1439688715953
"201508","Yau Ma Tei",1957-10-12,771,37590,59.9221789883268
"201508","Star Ferry",1957-12-02,380,20932,61.5789473684211
"201508","City Hall",1959-11-12,172,9122,28.4883720930233
"201508","Rumsey Street",1970-06-01,819,32590,63.003663003663
"201508","Murray Road",1973-07-30,388,19956,43.8144329896907
"201508","Kennedy Town",2007-01-15,195,10346,80
"201508","Sheung Fung Street",1989-09-01,268,11405,81.7164179104478
"201508","Tin Hau",1989-08-01,429,14979,69.9300699300699
"201508","Shau Kei Wan",1988-04-01,386,15124,82.3834196891192
"201508","Tsuen Wan",1983-07-18,545,25723,85.5045871559633
"201508","Kwai Fong",1983-05-10,552,10635,90.036231884058
"201508","Aberdeen",1981-07-02,293,8127,76.4505119453925
"201509","Aberdeen",1981-07-02,293,8001,75.4266211604096
"201509","Murray Road",1973-07-30,388,19849,44.5876288659794
"201509","Rumsey Street",1970-06-01,819,31043,63.1257631257631
"201509","City Hall",1959-11-12,172,8516,30.2325581395349
"201509","Star Ferry",1957-12-02,380,19400,60.7894736842105
"201509","Yau Ma Tei",1957-10-12,771,36874,60.3112840466926
"201509","Kennedy Town",2007-01-15,195,10015,79.4871794871795
"201509","Sheung Fung Street",1989-09-01,268,11181,82.4626865671642
"201509","Tin Hau",1989-08-01,429,16057,71.3286713286713
"201509","Shau Kei Wan",1988-04-01,386,15173,81.3471502590674
"201509","Kwai Fong",1983-05-10,552,10091,90.5797101449275
"201509","Tsuen Wan",1983-07-18,545,25443,83.4862385321101
"201510","Shau Kei Wan",1988-04-01,386,15796,81.6062176165803
"201510","Tsuen Wan",1983-07-18,545,24811,84.0366972477064
"201510","Sheung Fung Street",1989-09-01,268,11507,85.0746268656716
"201510","Kennedy Town",2007-01-15,195,10125,81.025641025641
"201510","Tin Hau",1989-08-01,429,16172,71.7948717948718
"201510","Kwai Fong",1983-05-10,552,10665,89.8550724637681
"201510","Aberdeen",1981-07-02,293,8295,77.8156996587031
"201510","Murray Road",1973-07-30,388,21239,45.1030927835052
"201510","Rumsey Street",1970-06-01,819,31693,60.3174603174603
"201510","City Hall",1959-11-12,172,9343,33.1395348837209
"201510","Star Ferry",1957-12-02,380,20239,61.3157894736842
"201510","Yau Ma Tei",1957-10-12,771,38536,60.8300907911803
"201511","Shau Kei Wan",1988-04-01,386,15285,80.3108808290155
"201511","Tin Hau",1989-08-01,429,16409,72.2610722610723
"201511","Sheung Fung Street",1989-09-01,268,10883,83.2089552238806
"201511","Kennedy Town",2007-01-15,195,9481,81.5384615384615
"201511","Tsuen Wan",1983-07-18,545,23891,83.8532110091743
"201511","Yau Ma Tei",1957-10-12,771,38896,61.6083009079118
"201511","Aberdeen",1981-07-02,293,7902,76.7918088737201
"201511","Murray Road",1973-07-30,388,21881,47.680412371134
"201511","Rumsey Street",1970-06-01,819,31865,62.2710622710623
"201511","City Hall",1959-11-12,172,9478,34.3023255813954
"201511","Star Ferry",1957-12-02,380,19440,61.3157894736842
"201511","Kwai Fong",1983-05-10,552,10786,90.5797101449275
"201512","Tin Hau",1989-08-01,429,19876,79.4871794871795
"201512","Sheung Fung Street",1989-09-01,268,11337,82.089552238806
"201512","Yau Ma Tei",1957-10-12,771,40851,62.5162127107652
"201512","Star Ferry",1957-12-02,380,21763,62.1052631578947
"201512","City Hall",1959-11-12,172,10261,36.6279069767442
"201512","Rumsey Street",1970-06-01,819,32783,63.3699633699634
"201512","Murray Road",1973-07-30,388,21542,45.6185567010309
"201512","Aberdeen",1981-07-02,293,8224,76.4505119453925
"201512","Kwai Fong",1983-05-10,552,10431,91.8478260869565
"201512","Tsuen Wan",1983-07-18,545,25095,83.302752293578
"201512","Shau Kei Wan",1988-04-01,386,15893,80.8290155440415
"201512","Kennedy Town",2007-01-15,195,10101,82.051282051282
"201601","Tsuen Wan",1983-07-18,545,26315,82.2018348623853
"201601","Shau Kei Wan",1988-04-01,386,15907,81.6062176165803
"201601","Rumsey Street",1970-06-01,819,32481,58.4859584859585
"201601","Tin Hau",1989-08-01,429,17383,72.960372960373
"201601","Sheung Fung Street",1989-09-01,268,12291,82.4626865671642
"201601","City Hall",1959-11-12,172,9048,31.9767441860465
"201601","Yau Ma Tei",1957-10-12,771,41645,63.1647211413748
"201601","Star Ferry",1957-12-02,380,22708,56.3157894736842
"201601","Kwai Fong",1983-05-10,552,10588,91.1231884057971
"201601","Aberdeen",1981-07-02,293,8390,77.4744027303754
"201601","Murray Road",1973-07-30,388,21771,47.1649484536082
"201601","Kennedy Town",2007-01-15,195,9869,82.051282051282
"201602","Kennedy Town",2007-01-15,195,9168,80
"201602","Sheung Fung Street",1989-09-01,268,11314,85.8208955223881
"201602","Shau Kei Wan",1988-04-01,386,15288,81.0880829015544
"201602","Tsuen Wan",1983-07-18,545,24588,82.9357798165138
"201602","Kwai Fong",1983-05-10,552,10275,70.8333333333333
"201602","Aberdeen",1981-07-02,293,7855,76.7918088737201
"201602","Murray Road",1973-07-30,388,18348,47.4226804123711
"201602","Rumsey Street",1970-06-01,819,28672,64.2246642246642
"201602","Tin Hau",1989-08-01,429,16336,75.7575757575758
"201602","City Hall",1959-11-12,171,9461,33.3333333333333
"201602","Star Ferry",1957-12-02,380,20405,58.421052631579
"201602","Yau Ma Tei",1957-10-12,770,35453,58.8311688311688
"201603","Murray Road",1973-07-30,388,20670,49.2268041237113
"201603","Aberdeen",1981-07-02,293,8197,76.7918088737201
"201603","Kwai Fong",1983-05-10,552,11533,66.6666666666667
"201603","Tsuen Wan",1983-07-18,545,24397,84.4036697247707
"201603","Shau Kei Wan",1988-04-01,386,15240,82.1243523316062
"201603","Yau Ma Tei",1957-10-12,770,38043,60.2597402597403
"201603","Tin Hau",1989-08-01,429,15315,75.2913752913753
"201603","Sheung Fung Street",1989-09-01,268,11601,83.5820895522388
"201603","Rumsey Street",1970-06-01,819,30866,60.6837606837607
"201603","City Hall",1959-11-12,171,8685,31.5789473684211
"201603","Star Ferry",1957-12-02,380,20311,57.6315789473684
"201603","Kennedy Town",2007-01-15,195,9779,80
"201604","Kennedy Town",2007-01-15,195,10024,80
"201604","Sheung Fung Street",1989-09-01,268,11636,85.4477611940299
"201604","Shau Kei Wan",1988-04-01,386,15479,82.1243523316062
"201604","Tsuen Wan",1983-07-18,545,24894,85.6880733944954
"201604","Kwai Fong",1983-05-10,552,12312,71.0144927536232
"201604","Aberdeen",1981-07-02,293,8457,78.1569965870307
"201604","Murray Road",1973-07-30,388,20283,48.4536082474227
"201604","Rumsey Street",1970-06-01,835,30801,59.7604790419162
"201604","City Hall",1959-11-12,171,6829,25.7309941520468
"201604","Star Ferry",1957-12-02,380,21573,48.6842105263158
"201604","Yau Ma Tei",1957-10-12,770,37351,61.2987012987013
"201604","Tin Hau",1989-08-01,429,15132,72.7272727272727
"201605","Yau Ma Tei",1957-10-12,770,38568,62.2077922077922
"201605","Star Ferry",1957-12-02,380,24250,43.6842105263158
"201605","City Hall",1959-11-12,171,6794,25.7309941520468
"201605","Rumsey Street",1970-06-01,835,32422,62.2754491017964
"201605","Murray Road",1973-07-30,388,21359,47.680412371134
"201605","Kennedy Town",2007-01-15,195,10679,80.5128205128205
"201605","Kwai Fong",1983-05-10,552,13302,69.7463768115942
"201605","Tsuen Wan",1983-07-18,545,25900,85.3211009174312
"201605","Shau Kei Wan",1988-04-01,386,16062,82.6424870466321
"201605","Tin Hau",1989-08-01,429,16040,71.0955710955711
"201605","Sheung Fung Street",1989-09-01,268,11954,85.0746268656716
"201605","Aberdeen",1981-07-02,293,8469,76.4505119453925
"201606","Kwai Fong",1983-05-10,552,13084,70.6521739130435
"201606","Sheung Fung Street",1989-09-01,268,12137,83.955223880597
"201606","Kennedy Town",2007-01-15,195,11019,81.025641025641
"201606","Yau Ma Tei",1957-10-12,770,38332,62.2077922077922
"201606","Star Ferry",1957-12-02,380,23015,43.6842105263158
"201606","City Hall",1959-11-12,171,6753,26.3157894736842
"201606","Rumsey Street",1970-06-01,835,32842,62.9940119760479
"201606","Murray Road",1973-07-30,388,21310,47.9381443298969
"201606","Aberdeen",1981-07-02,293,8495,76.7918088737201
"201606","Tsuen Wan",1983-07-18,545,25630,85.8715596330275
"201606","Shau Kei Wan",1988-04-01,386,16016,83.9378238341969
"201606","Tin Hau",1989-08-01,429,15271,71.0955710955711
"201607","Tsuen Wan",1983-07-18,545,25907,86.0550458715596
"201607","Kwai Fong",1983-05-10,552,13389,70.8333333333333
"201607","Kennedy Town",2007-01-15,195,11082,81.025641025641
"201607","Sheung Fung Street",1989-09-01,268,12855,86.5671641791045
"201607","Tin Hau",1989-08-01,429,15468,69.9300699300699
"201607","Shau Kei Wan",1988-04-01,386,16231,84.7150259067357
"201607","Yau Ma Tei",1957-10-12,770,38963,60.2597402597403
"201607","Star Ferry",1957-12-02,380,22756,42.3684210526316
"201607","City Hall",1959-11-12,171,5319,21.6374269005848
"201607","Rumsey Street",1970-06-01,835,32859,63.9520958083832
"201607","Murray Road",1973-07-30,388,19426,47.1649484536082
"201607","Aberdeen",1981-07-02,293,8600,78.1569965870307
"201608","Aberdeen",1981-07-02,293,8347,77.8156996587031
"201608","Murray Road",1973-07-30,388,21446,49.4845360824742
"201608","Tin Hau",1989-08-01,429,15471,71.7948717948718
"201608","Sheung Fung Street",1989-09-01,268,12053,86.5671641791045
"201608","Kennedy Town",2007-01-15,195,10535,81.5384615384615
"201608","Shau Kei Wan",1988-04-01,386,16040,83.9378238341969
"201608","City Hall",1959-11-12,171,5082,23.3918128654971
"201608","Star Ferry",1957-12-02,380,22729,44.2105263157895
"201608","Yau Ma Tei",1957-10-12,770,38849,62.3376623376623
"201608","Tsuen Wan",1983-07-18,545,25289,86.2385321100918
"201608","Kwai Fong",1983-05-10,552,13023,71.3768115942029
"201608","Rumsey Street",1970-06-01,835,33214,62.2754491017964
"201609","Tsuen Wan",1983-07-18,545,25540,88.0733944954129
"201609","Kwai Fong",1983-05-10,552,13705,71.0144927536232
"201609","Aberdeen",1981-07-02,293,8400,75.4266211604096
"201609","Murray Road",1973-07-30,388,21648,49.4845360824742
"201609","Rumsey Street",1970-06-01,835,33252,62.9940119760479
"201609","City Hall",1959-11-12,170,5753,24.7058823529412
"201609","Star Ferry",1957-12-02,380,22403,45.2631578947368
"201609","Yau Ma Tei",1957-10-12,770,38634,62.8571428571429
"201609","Sheung Fung Street",1989-09-01,268,12397,87.6865671641791
"201609","Kennedy Town",2007-01-15,195,10460,81.5384615384615
"201609","Shau Kei Wan",1988-04-01,386,15994,84.1968911917098
"201609","Tin Hau",1989-08-01,429,16148,72.2610722610723
"201610","Sheung Fung Street",1989-09-01,268,12552,86.9402985074627
"201610","Rumsey Street",1970-06-01,835,31921,61.7964071856287
"201610","City Hall",1959-11-12,170,7760,28.8235294117647
"201610","Star Ferry",1957-12-02,380,23438,46.5789473684211
"201610","Yau Ma Tei",1957-10-12,770,38329,61.1688311688312
"201610","Kennedy Town",2007-01-15,195,10605,80
"201610","Murray Road",1973-07-30,388,21250,49.7422680412371
"201610","Tin Hau",1989-08-01,429,16071,73.1934731934732
"201610","Shau Kei Wan",1988-04-01,386,16054,84.7150259067357
"201610","Tsuen Wan",1983-07-18,545,25668,85.1376146788991
"201610","Kwai Fong",1983-05-10,552,13312,71.195652173913
"201610","Aberdeen",1981-07-02,293,8622,73.3788395904437
"201611","Aberdeen",1981-07-02,293,8393,75.4266211604096
"201611","Kwai Fong",1983-05-10,552,13848,72.2826086956522
"201611","Murray Road",1973-07-30,388,22056,50.2577319587629
"201611","Rumsey Street",1970-06-01,835,32267,66.4670658682635
"201611","City Hall",1959-11-12,170,7867,30
"201611","Star Ferry",1957-12-02,380,24326,48.1578947368421
"201611","Yau Ma Tei",1957-10-12,770,39640,64.5454545454545
"201611","Kennedy Town",2007-01-15,195,10132,80.5128205128205
"201611","Sheung Fung Street",1989-09-01,268,12226,87.6865671641791
"201611","Tin Hau",1989-08-01,429,16493,73.1934731934732
"201611","Shau Kei Wan",1988-04-01,386,15790,85.7512953367876
"201611","Tsuen Wan",1983-07-18,545,25043,85.1376146788991
"201612","Kennedy Town",2007-01-15,195,10774,77.948717948718
"201612","Star Ferry",1957-12-02,380,26484,50.5263157894737
"201612","City Hall",1959-11-12,170,8656,30.5882352941176
"201612","Rumsey Street",1970-06-01,835,32937,64.4311377245509
"201612","Murray Road",1973-07-30,388,20553,46.9072164948454
"201612","Yau Ma Tei",1957-10-12,770,41333,65.7142857142857
"201612","Kwai Fong",1983-05-10,552,13518,71.3768115942029
"201612","Tsuen Wan",1983-07-18,545,26103,86.0550458715596
"201612","Shau Kei Wan",1988-04-01,386,16101,85.7512953367876
"201612","Tin Hau",1989-08-01,429,20685,81.1188811188811
"201612","Sheung Fung Street",1989-09-01,268,12393,87.6865671641791
"201612","Aberdeen",1981-07-02,293,9004,75.4266211604096
"201701","Star Ferry",1957-12-02,380,26715,47.6315789473684
"201701","Kennedy Town",2007-01-15,195,10504,78.974358974359
"201701","Sheung Fung Street",1989-09-01,268,12843,91.044776119403
"201701","Tin Hau",1989-08-01,429,18810,77.6223776223776
"201701","Shau Kei Wan",1988-04-01,386,16362,85.4922279792746
"201701","City Hall",1959-11-12,170,8078,28.2352941176471
"201701","Kwai Fong",1983-05-10,552,13709,70.4710144927536
"201701","Aberdeen",1981-07-02,293,8634,77.1331058020478
"201701","Murray Road",1973-07-30,388,19665,45.8762886597938
"201701","Rumsey Street",1970-06-01,835,32789,63.9520958083832
"201701","Yau Ma Tei",1957-10-12,770,39945,64.1558441558442
"201701","Tsuen Wan",1983-07-18,545,26874,86.9724770642202
"201702","Yau Ma Tei",1957-10-12,770,35999,63.8961038961039
"201702","Kennedy Town",2007-01-15,195,9561,78.4615384615385
"201702","Star Ferry",1957-12-02,380,22762,46.5789473684211
"201702","Tin Hau",1989-08-01,429,14639,74.8251748251748
"201702","City Hall",1959-11-12,170,7075,30
"201702","Rumsey Street",1970-06-01,835,30276,65.5089820359281
"201702","Murray Road",1973-07-30,388,18066,45.6185567010309
"201702","Aberdeen",1981-07-02,293,7674,76.1092150170648
"201702","Kwai Fong",1983-05-10,552,12428,73.3695652173913
"201702","Tsuen Wan",1983-07-18,545,22901,88.0733944954129
"201702","Shau Kei Wan",1988-04-01,386,13850,85.4922279792746
"201702","Sheung Fung Street",1989-09-01,268,11377,89.9253731343284
"201703","Kennedy Town",2007-01-15,195,10660,81.025641025641
"201703","Sheung Fung Street",1989-09-01,268,12429,88.0597014925373
"201703","Tin Hau",1989-08-01,429,16880,77.8554778554778
"201703","Shau Kei Wan",1988-04-01,386,15161,84.9740932642487
"201703","Tsuen Wan",1983-07-18,545,24975,87.1559633027523
"201703","Kwai Fong",1983-05-10,552,13712,72.8260869565217
"201703","Aberdeen",1981-07-02,293,8499,76.4505119453925
"201703","Star Ferry",1957-12-02,380,24421,48.1578947368421
"201703","Rumsey Street",1970-06-01,835,33816,62.874251497006
"201703","City Hall",1959-11-12,170,7829,31.1764705882353
"201703","Murray Road",1973-07-30,388,19204,38.4020618556701
"201703","Yau Ma Tei",1957-10-12,770,40466,64.6753246753247
"201704","Aberdeen",1981-07-02,293,8479,78.4982935153584
"201704","Kwai Fong",1983-05-10,552,12908,70.8333333333333
"201704","Tsuen Wan",1983-07-18,545,24537,87.1559633027523
"201704","Shau Kei Wan",1988-04-01,386,15289,84.1968911917098
"201704","Tin Hau",1989-08-01,429,14317,74.8251748251748
"201704","Rumsey Street",1970-06-01,835,31901,64.5508982035928
"201704","Kennedy Town",2007-01-15,195,10199,82.051282051282
"201704","City Hall",1959-11-12,170,7031,28.8235294117647
"201704","Star Ferry",1957-12-02,380,22783,45
"201704","Yau Ma Tei",1957-10-12,770,35491,60.2597402597403
"201704","Murray Road",1973-07-30,388,14581,27.5773195876289
"201704","Sheung Fung Street",1989-09-01,268,11629,87.6865671641791
"201705","Yau Ma Tei",1957-10-12,770,38666,63.3766233766234
"201705","Star Ferry",1957-12-02,380,24041,45.7894736842105
"201705","City Hall",1959-11-12,170,9057,38.8235294117647
"201705","Rumsey Street",1970-06-01,835,33560,62.0359281437126
"201705","Aberdeen",1981-07-02,293,8669,78.1569965870307
"201705","Kwai Fong",1983-05-10,552,13591,72.2826086956522
"201705","Tsuen Wan",1983-07-18,545,25992,86.2385321100918
"201705","Shau Kei Wan",1988-04-01,386,15534,84.4559585492228
"201705","Tin Hau",1989-08-01,429,15867,74.5920745920746
"201705","Sheung Fung Street",1989-09-01,268,12929,86.1940298507463
"201705","Kennedy Town",2007-01-15,195,10644,82.5641025641026
"201706","Yau Ma Tei",1957-10-12,770,37650,63.2467532467533
"201706","Star Ferry",1957-12-02,380,22972,47.1052631578947
"201706","City Hall",1959-11-12,170,8699,40
"201706","Rumsey Street",1970-06-01,835,33932,62.5149700598802
"201706","Aberdeen",1981-07-02,293,8099,77.8156996587031
"201706","Kennedy Town",2007-01-15,195,10567,82.051282051282
"201706","Tsuen Wan",1983-07-18,545,24795,87.7064220183486
"201706","Shau Kei Wan",1988-04-01,386,14018,83.9378238341969
"201706","Tin Hau",1989-08-01,429,15686,77.3892773892774
"201706","Sheung Fung Street",1989-09-01,268,11998,88.8059701492537
"201706","Kwai Fong",1983-05-10,552,13628,72.463768115942
"201707","Kwai Fong",1983-05-10,552,13887,72.2826086956522
"201707","Tsuen Wan",1983-07-18,545,26187,88.0733944954129
"201707","Shau Kei Wan",1988-04-01,386,14653,84.7150259067357
"201707","Tin Hau",1989-08-01,429,15720,77.1561771561772
"201707","Sheung Fung Street",1989-09-01,268,12303,90.2985074626866
"201707","Kennedy Town",2007-01-15,195,10807,80.5128205128205
"201707","Yau Ma Tei",1957-10-12,770,38870,63.3766233766234
"201707","Star Ferry",1957-12-02,380,22018,45.7894736842105
"201707","City Hall",1959-11-12,170,8153,34.7058823529412
"201707","Rumsey Street",1970-06-01,835,33973,66.4670658682635
"201707","Aberdeen",1981-07-02,293,8408,77.1331058020478
"201708","Shau Kei Wan",1988-04-01,386,13965,85.2331606217617
"201708","Tin Hau",1989-08-01,429,14582,77.1561771561772
"201708","Sheung Fung Street",1989-09-01,268,11918,89.5522388059701
"201708","Kennedy Town",2007-01-15,195,10329,80
"201708","Yau Ma Tei",1957-10-12,770,38012,63.1168831168831
"201708","Star Ferry",1957-12-02,380,22199,48.1578947368421
"201708","Kwai Fong",1983-05-10,552,13610,74.0942028985507
"201708","Aberdeen",1981-07-02,293,8194,80.2047781569966
"201708","Rumsey Street",1970-06-01,835,33387,63.8323353293413
"201708","City Hall",1959-11-12,170,7405,30
"201708","Tsuen Wan",1983-07-18,545,25446,86.9724770642202
"201709","Kennedy Town",2007-01-15,195,10627,82.5641025641026
"201709","Sheung Fung Street",1989-09-01,268,12408,89.1791044776119
"201709","Tin Hau",1989-08-01,429,15964,76.9230769230769
"201709","Kwai Fong",1983-05-10,552,14376,73.731884057971
"201709","Tsuen Wan",1983-07-18,545,26330,86.9724770642202
"201709","Shau Kei Wan",1988-04-01,386,14768,83.9378238341969
"201709","Aberdeen",1981-07-02,293,8205,80.2047781569966
"201709","Rumsey Street",1970-06-01,835,32959,65.0299401197605
"201709","City Hall",1959-11-12,170,7672,33.5294117647059
"201709","Star Ferry",1957-12-02,380,22098,49.4736842105263
"201709","Yau Ma Tei",1957-10-12,770,38811,64.5454545454545
"201710","Kennedy Town",2007-01-15,195,10412,83.5897435897436
"201710","Sheung Fung Street",1989-09-01,268,12100,88.4328358208955
"201710","Tin Hau",1989-08-01,429,16999,78.5547785547786
"201710","Shau Kei Wan",1988-04-01,386,14973,83.419689119171
"201710","Tsuen Wan",1983-07-18,545,26608,86.9724770642202
"201710","Kwai Fong",1983-05-10,552,14169,72.8260869565217
"201710","Star Ferry",1957-12-02,380,23585,47.8947368421053
"201710","City Hall",1959-11-12,170,7400,31.7647058823529
"201710","Rumsey Street",1970-06-01,835,33193,61.6766467065868
"201710","Aberdeen",1981-07-02,293,8594,78.839590443686
"201710","Yau Ma Tei",1957-10-12,770,38466,63.1168831168831
"201711","Kennedy Town",2007-01-15,195,10455,82.051282051282
"201711","Sheung Fung Street",1989-09-01,268,12230,90.6716417910448
"201711","Tin Hau",1989-08-01,429,15451,80.8857808857809
"201711","Yau Ma Tei",1957-10-12,770,39603,65.3246753246753
"201711","Tsuen Wan",1983-07-18,545,25272,88.4403669724771
"201711","Shau Kei Wan",1988-04-01,386,14449,83.6787564766839
"201711","Star Ferry",1957-12-02,380,24249,53.4210526315789
"201711","City Hall",1959-11-12,170,7895,34.7058823529412
"201711","Rumsey Street",1970-06-01,835,34284,62.1556886227545
"201711","Aberdeen",1981-07-02,293,8189,77.8156996587031
"201711","Kwai Fong",1983-05-10,552,14545,73.0072463768116
"201712","Aberdeen",1981-07-02,293,8486,78.839590443686
"201712","Rumsey Street",1970-06-01,835,34260,63.4730538922156
"201712","City Hall",1959-11-12,170,8954,33.5294117647059
"201712","Star Ferry",1957-12-02,380,27523,52.6315789473684
"201712","Yau Ma Tei",1957-10-12,770,40665,64.1558441558442
"201712","Kennedy Town",2007-01-15,195,11331,81.025641025641
"201712","Tsuen Wan",1983-07-18,545,26348,88.8073394495413
"201712","Shau Kei Wan",1988-04-01,386,14983,83.6787564766839
"201712","Tin Hau",1989-08-01,429,19007,82.983682983683
"201712","Sheung Fung Street",1989-09-01,268,12907,91.044776119403
"201712","Kwai Fong",1983-05-10,552,14887,72.463768115942
"201801","Yau Ma Tei",1957-10-12,770,40610,65.7142857142857
"201801","Star Ferry",1957-12-02,380,26949,51.0526315789474
"201801","City Hall",1959-11-12,170,9713,42.9411764705882
"201801","Rumsey Street",1970-06-01,835,33761,62.7544910179641
"201801","Aberdeen",1981-07-02,293,8361,81.2286689419795
"201801","Kwai Fong",1983-05-10,552,14629,73.731884057971
"201801","Tsuen Wan",1983-07-18,545,25160,89.1743119266055
"201801","Shau Kei Wan",1988-04-01,386,14922,84.1968911917098
"201801","Tin Hau",1989-08-01,429,16953,81.3519813519814
"201801","Sheung Fung Street",1989-09-01,268,13062,88.8059701492537
"201801","Kennedy Town",2007-01-15,195,10956,81.025641025641
"201802","Yau Ma Tei",1957-10-12,770,35067,64.4155844155844
"201802","Star Ferry",1957-12-02,380,23374,49.4736842105263
"201802","City Hall",1959-11-12,170,9145,42.9411764705882
"201802","Rumsey Street",1970-06-01,835,30401,66.5868263473054
"201802","Aberdeen",1981-07-02,293,7843,81.5699658703072
"201802","Kwai Fong",1983-05-10,552,13617,72.8260869565217
"201802","Tsuen Wan",1983-07-18,545,23419,89.7247706422018
